term,importance
wounding sole,0.05381923978076828
wooden stump,0.05381923978076828
wounding,0.05381923978076828
ear,0.05366808046449156
right forearm,0.05361635615112621
seen,0.053498576440819755
collection,0.05347460661282131
electrolysis,0.05342521523359593
reducer,0.053417661869651356
falls inside,0.05339503010437494
treated,0.053360753949279346
plastic bag,0.05335166470362268
pressed body,0.05335166470362268
operation bladder,0.05335166470362268
mouth inner,0.05335166470362268
occurred time,0.05335166470362268
verified fracture,0.05335166470362268
bolter equipment,0.05333864084164632
tries,0.05329756082590448
gets,0.053199880042030225
pulley,0.05317376850163004
cx,0.05316501781450034
supervisor,0.05315182874661732
welding,0.0530818153491216
chin,0.053004056582189554
hand bar,0.052998679247188665
operator proceeded,0.052965051358822304
vitaulic flange,0.052965051358822304
pipe pump,0.052965051358822304
pressure impacts,0.052965051358822304
proceeded remove,0.052965051358822304
height cm,0.05292059283386765
cut right,0.05283849722162143
exit,0.05273987910311497
stumbled,0.05273067081366367
receiving,0.05272795660635016
did notice,0.052681904803245486
second finger,0.05266296412541516
activity paralyzed,0.052642877485555475
press,0.052621264376801494
paralyzed employee,0.05258779743350815
begins,0.05247128344553267
presence certain,0.05245775700175529
unbalanced moment,0.05245775700175529
open access,0.05245775700175529
novo,0.05245775700175529
place access,0.05245775700175529
novo area,0.05245775700175529
moving ahead,0.05245775700175529
open chop,0.05245775700175529
waste,0.05236596467774266
feels,0.052315460826602864
completed,0.0522281511821646
fan,0.05212374497883705
reaches,0.05205180392800094
boots,0.052040342519921665
points,0.052040270490247474
meters,0.0519461837916874
boiler,0.051880014515089855
minor burns,0.05186885110442705
burns,0.05186885110442705
face employee,0.05186885110442705
failure,0.05186885110442705
metal mesh,0.05180784403779193
mesh basket,0.05180784403779193
perceives,0.05180514411429227
zinc,0.051789160138067794
access ladder,0.051786600368782444
negative,0.051777521349229874
generating described,0.051746638639207664
cathode,0.051703618604072556
level access,0.051680980324308
slipped,0.05166456400400423
generating lesion,0.05165342485687145
op,0.051638284975299764
impacts,0.05160437988179434
personnel,0.05155923305237729
pressing finger,0.051516501271576476
moved right,0.05151407854651002
nv approximately,0.05151407854651002
operator placed,0.05151407854651002
performing shotcrete,0.05151407854651002
operator assume,0.05151407854651002
verify happened,0.05151407854651002
water roof,0.05151407854651002
verify death,0.05151407854651002
paralyze task,0.05151407854651002
worker performs,0.05150433741575459
cm floor,0.051502619971436236
lunch employee,0.05147411107381088
form,0.0514708962133411
shoe,0.05147017740905745
discomfort,0.05145908891932177
structure causing,0.05141142238593503
victa,0.05136455860416057
victa lica,0.05136455860416057
pipe action,0.05136455860416057
pipe hydraulic,0.05136455860416057
pipe impact,0.05136455860416057
pipe presented,0.05136455860416057
used hydraulic,0.05136455860416057
pipe used,0.05136455860416057
previously described,0.05136455860416057
presented rubber,0.05136455860416057
strap,0.05128323177030607
hot,0.0512642861880768
burn right,0.05115518605291689
crown work,0.05115388568780425
observes untimely,0.05113839361440812
presence personnel,0.05113839361440812
unicon concrete,0.05113839361440812
moved positive,0.05113839361440812
operator jumps,0.05113839361440812
untimely lights,0.05113839361440812
plant height,0.05113839361440812
personnel equipment,0.05113839361440812
positive south,0.05113839361440812
assistants,0.051098784627985935
hits distal,0.05109608982355712
load hits,0.05109608982355712
fuel tank,0.05102457504286564
designing solution,0.050981029626553556
maintenance peristaltic,0.050981029626553556
hose rupture,0.050981029626553556
reserve pump,0.050981029626553556
reserve,0.050981029626553556
internal hose,0.050981029626553556
designing,0.050981029626553556
rupture tubing,0.050981029626553556
operate designing,0.050981029626553556
bp change,0.050981029626553556
change internal,0.050981029626553556
peristaltic,0.050981029626553556
employee reaching,0.050981029626553556
peristaltic pump,0.050981029626553556
started operate,0.050981029626553556
heated employee,0.050981029626553556
operate,0.050981029626553556
tubing reserve,0.050981029626553556
dump truck,0.05097228902344616
dump,0.05097228902344616
falls causing,0.05097228902344616
operator approaches,0.05095955496512057
operation pump,0.05095955496512057
observing pulp,0.05095955496512057
verify operation,0.05095955496512057
motor transmission,0.05095955496512057
press keypad,0.05095955496512057
wheel,0.05087094570992182
mr albertico,0.05061959260965058
nv bp,0.05061959260965058
mr jhony,0.05061959260965058
ob finishing,0.05061959260965058
noticed mr,0.05061959260965058
operator launcher,0.05061959260965058
mouth,0.05061918511092337
slide,0.050599716865506864
tipper,0.0505688123499997
stings,0.050554117695573185
hospital went,0.050388832356056845
went medical,0.050388832356056845
employee right,0.05038328733288294
transferred clinic,0.050324704096971616
standing,0.050296335991401576
makes,0.050249966790845126
length,0.050239801849398635
metallic,0.050229410986321596
underground level,0.05018319752771917
underground,0.05018319752771917
local underground,0.05018319752771917
furnace,0.05012301257346089
crown,0.05010580231141656
unit,0.050102894504809314
vacuum technicians,0.05009402525612169
void,0.05009402525612169
plant removes,0.05009402525612169
operator reduce,0.05009402525612169
water valve,0.05009402525612169
notice overflow,0.05009402525612169
paste,0.05009402525612169
void impacting,0.05009402525612169
paste filling,0.05009402525612169
valve does,0.05009402525612169
walking noticing,0.05009402525612169
vacuum,0.05009402525612169
noticing floor,0.05009402525612169
operator paste,0.05009402525612169
bomb,0.05007048723450254
rock block,0.05005920058532215
recovery boiler,0.0500574529378043
recovery,0.0500574529378043
thermal recovery,0.0500574529378043
sting,0.050024185577552685
rim,0.04997594193259358
paulo operator,0.049951733822081845
near equipment,0.049951733822081845
pm operator,0.049951733822081845
operator radio,0.049951733822081845
operator filters,0.049951733822081845
operator paulo,0.049951733822081845
officials,0.049951733822081845
officials georli,0.049951733822081845
procedures closing,0.049951733822081845
procedures,0.049951733822081845
valve flash,0.049951733822081845
projecting pulp,0.049951733822081845
tying,0.04993273331253605
boot,0.049865286372183085
tire,0.04984086570543826
sheet,0.049822290565676816
position pump,0.04972355098005863
performing lifting,0.04972355098005863
young lady,0.04972355098005863
zinc concentrate,0.04972355098005863
place young,0.04972355098005863
order release,0.04972355098005863
work vertical,0.04972355098005863
untimely hitting,0.04972355098005863
young,0.04972355098005863
burning,0.0497234326883242
passing tubo,0.04967518457859363
pipe cheekbone,0.04967518457859363
uncover fifth,0.04967518457859363
pipe floor,0.04967518457859363
prils,0.04967518457859363
valve causing,0.04967518457859363
uncover,0.04967518457859363
operator jetanol,0.04967518457859363
pipe loader,0.04967518457859363
obstructed piece,0.04967518457859363
prils anfo,0.04967518457859363
little,0.0496543922031394
rescued,0.049611678666321664
left eye,0.04960553789566434
pumps,0.049589089413398214
vitaulic,0.049589089413398214
impacts face,0.049589089413398214
sanding,0.049589089413398214
wrist left,0.049589089413398214
approximately cm,0.04942174363903167
bitten,0.049412326891408495
slight cut,0.0493769366338251
embedded,0.049355386808488624
scooptram,0.04933966317945929
activity area,0.049317207454071574
approximately nv,0.04926420717925189
hq,0.04920471130565868
falling,0.049174550219728434
attempt,0.049159637875909434
trauma,0.049098034009290865
thrown,0.049022984785681054
maid,0.049022405409641825
person retracts,0.0490057157409229
proceeded assemble,0.0490057157409229
perforation moment,0.0490057157409229
point pushing,0.0490057157409229
causing small,0.048952154223645
walking,0.04893300015130383
steps,0.04892312920278742
impacted,0.04891494036414145
seat,0.04883197175972109
loosened,0.04882868705502817
post,0.04874631642986192
distal phalanx,0.048628014630563945
phalanx,0.048628014630563945
wood,0.048576339698588995
fuel,0.04855995420140439
sudden,0.048541345010255324
st degree,0.04852337894155708
lock,0.0485104393074859
worker company,0.04850187622084217
floor level,0.048437335052632355
wash,0.04843574556465197
return,0.048398419191219164
shotcrete casting,0.04823060077456528
approximately operator,0.04823060077456528
equipment assistant,0.04823060077456528
casting,0.04823060077456528
operator left,0.04823060077456528
industrial,0.04821051903862443
falls floor,0.04815545542124084
necessary,0.04812566690784521
evacuation,0.048103857520268634
evacuated natclar,0.04792451314914474
target,0.04791736738699194
controls,0.04787886178420618
directly,0.0478759369669569
moment received,0.04781167450141241
motor pump,0.04771142220768225
pulley motor,0.04771142220768225
evacuated,0.047613065430418315
site,0.047600553023786976
causing contusion,0.04758546538332607
pierced boot,0.04757353542230951
cloths,0.04752416898028819
meters time,0.04752013681325301
paralyze,0.04750923301208533
gear,0.04746834736835255
railing,0.047457280848678514
da silva,0.04744970476339445
supervisor evacuated,0.04742381917771678
unclog,0.047422957755372475
right ear,0.04741726452903612
causing burn,0.04741268951501572
hold,0.047314168521092895
referred,0.04728260115280912
orlando,0.04727828095787893
drops,0.04727011677416679
setting,0.047266652764891295
closing,0.047257838474770435
cement,0.047256374850612425
just,0.04718210957641113
building,0.04718020535968346
operator used,0.047060343344341324
referred medical,0.04703985982483112
ustulation,0.04703273336486867
carried removal,0.04702495362198386
palm,0.0470089669661691
edge,0.04699170101478709
performed cleaning,0.04696392779349405
ppe required,0.04694660336067244
required activity,0.04694660336067244
required,0.04694660336067244
lesion described,0.04692849064217136
opening,0.046889910989121604
contents,0.04686212376438586
plastic,0.04683011753055059
operator hit,0.04676267939042788
cx mr,0.0467582635196717
left rear,0.046755901098944785
feeling,0.046742074881842406
unbalanced,0.04674178838766313
ahead team,0.04674178838766313
coil,0.04671519635409426
circumstances mechanical,0.046687962334318885
pumping,0.04666800648460271
short,0.04657050541278383
energized,0.04656704506930517
pump zinc,0.046554200406549354
hitting middle,0.046554200406549354
vertical pump,0.046554200406549354
loading activity,0.046538640117490815
imprisoning,0.04652083219864732
anfo,0.04650891685172743
moment operator,0.04650563286282475
work operator,0.046440451337489454
took,0.046363190723219254
cabin,0.046321938724948476
mix,0.04630786911093823
asks operator,0.04630332311260874
nv cx,0.04630300562332759
foot time,0.046165766274654296
attacked,0.046160465152471276
returning,0.04611117489956032
traveling,0.04605630514458311
positioning,0.046014804713811794
noticing,0.04601023794820034
plates moment,0.04601002740312879
places feet,0.04601002740312879
william cross,0.04601002740312879
plates approximate,0.04601002740312879
william la,0.04601002740312879
maintenance workshop,0.04596193608644973
basket,0.045895884389572185
hand edge,0.04588211957316297
mixkret operator,0.045780031229284715
sulfuric acid,0.045748502871600295
sulfuric,0.045748502871600295
entrance,0.04564961718040658
santa,0.04561550284630904
natclar,0.04560963343040063
bags,0.045525357603243916
silo truck,0.04551520554303467
silo,0.04551520554303467
convoy,0.04547370722539233
loosen,0.04547080528495207
meter,0.045416141531593734
activities day,0.04541337203242147
nq,0.04517166018963233
nq meters,0.04517166018963233
worker assistant,0.04517166018963233
worker base,0.04517166018963233
using stilson,0.04517166018963233
unit drill,0.04517166018963233
operates rotation,0.04517166018963233
renato,0.0451519979539611
hand base,0.045143357853030176
distance,0.045131851927963665
impacting,0.04512197330334747
paralyzed,0.045106463973528056
hoist,0.045089387957397274
circumstances workers,0.04508418584723993
gps,0.04507309849676774
jumbo,0.0450053557048374
described,0.04499159416461563
boom,0.044984434259644525
incident,0.04498314970566025
time incident,0.04498314970566025
scaller,0.04497163483134388
operations,0.044917512005421885
parked truck,0.044917512005421885
parked cruise,0.044917512005421885
walter,0.044917512005421885
ob mining,0.044917512005421885
placed safety,0.044917512005421885
walter putting,0.044917512005421885
operations van,0.044917512005421885
mr walter,0.044917512005421885
van arrived,0.044917512005421885
untimely vehicle,0.044917512005421885
pinning mechanic,0.044917512005421885
pinning,0.044917512005421885
moved forward,0.044917512005421885
vehicle moved,0.044917512005421885
presented,0.044764213717895754
leg causing,0.044632012522643046
dining,0.04458553328431378
dining room,0.04458553328431378
loose,0.044562543966849257
silva,0.044555882174620254
unloaded,0.04453965223830486
parked lights,0.04453965223830486
notice supervisory,0.04453965223830486
point cro,0.04453965223830486
visualizes light,0.04453965223830486
visualizes truck,0.04453965223830486
proceeds immediate,0.04453965223830486
unloaded visualizes,0.04453965223830486
operator stops,0.04453965223830486
nail,0.044522419531114896
respond,0.04439888707034261
intersection,0.044375757655088555
attempting,0.04436469141153221
guard,0.044284675214151706
instep,0.0441738104453044
south ramp,0.04416603280088601
upper lip,0.04410030984176873
tip,0.04400759829452465
proceeding,0.04397880141706491
big bag,0.043909557694987764
grs,0.04388196027224586
noticed,0.04386468982953521
projection silicate,0.04384241405587365
employee stepped,0.04383087744566313
walrus,0.043711446417124274
list,0.0436954279084394
check list,0.0436954279084394
employee taken,0.04367478042615127
does,0.043626216447025024
plant stop,0.043625610182360046
upper manipulating,0.043625610182360046
work zone,0.043625610182360046
pipe fine,0.043625610182360046
worker lower,0.043625610182360046
pipe pvc,0.043625610182360046
workers anchored,0.043625610182360046
zone supervise,0.043625610182360046
height meters,0.043579384174338626
proceeded,0.043555604175009144
employee moved,0.04354075746819557
finding,0.04353222793013503
rupture,0.043518380366793764
injured employee,0.04345918067093667
mask,0.04344034052998334
assisted,0.04343022873568633
materials,0.04342475868445495
sure,0.04338567443118736
contaminated,0.043339312886932116
trying,0.04333040694118331
false,0.04326403986605202
complete,0.043263958762536116
loses balance,0.04321789966105707
went,0.04319562957577745
wound resulted,0.043134290003479785
performing maneuver,0.043134290003479785
points released,0.043134290003479785
polling,0.043134290003479785
polling assistant,0.043134290003479785
partially hit,0.043134290003479785
probe bore,0.043134290003479785
handling,0.043098200823636426
slips hands,0.04308129750912752
bumped,0.04307442301551012
mining technician,0.043065280483657715
operation,0.043028951106698535
workers company,0.04299561467813987
verifying,0.04296336288356429
rebound,0.04289236007816572
climbing,0.042888861656576564
transmission belt,0.04286399989970944
times collaborator,0.04283584460403825
starts reverse,0.04281622282779023
reverse,0.04281622282779023
starts,0.04281622282779023
cheekbone,0.042809083278891366
geological mapping,0.042797181598762946
lifted,0.04267851638354633
panel movement,0.04265867056544475
performed anchorage,0.04265867056544475
movement rotation,0.04265867056544475
pin moment,0.04265867056544475
pin anchoring,0.04265867056544475
unit positioning,0.04265867056544475
xrd,0.04265867056544475
xrd bob,0.04265867056544475
nut central,0.04265867056544475
positioning clamp,0.04265867056544475
pm level,0.04265867056544475
drilling assistant,0.04264830640371063
operator observes,0.042646741787980454
face causing,0.042634474643401025
ustulado,0.04251911688864821
employees inside,0.04250635877490946
glove left,0.042468118431761064
breaks,0.042456647932895844
ppe,0.04242760276185053
chicken,0.04239943639805796
concrete plant,0.042380815391052665
mx,0.04237756438096484
glove,0.04235545793787448
involved,0.042352406756672296
injury worker,0.042339798227437095
approx kg,0.04222364049912948
foot causing,0.04219574014197707
operator retiring,0.04209547314766235
projecting height,0.04209547314766235
operator control,0.04209547314766235
projects particle,0.04209547314766235
particle cm,0.04209547314766235
mr samuel,0.04209547314766235
platform coordinates,0.04209547314766235
open approaching,0.04209547314766235
product projects,0.04209547314766235
upper platform,0.04209547314766235
originating,0.042065276564304914
simba,0.042054495595107856
rotation unit,0.042034914475884685
row cell,0.04202348942832117
row,0.04202348942832117
person right,0.04199042613896194
reaching face,0.041989434637090345
iii,0.04192041669733921
cloth,0.04190966156341027
positive,0.0417857148024569
continue,0.041757105196743624
equipment,0.04175488225216324
throw,0.0417541421450672
parking,0.04170046233091758
material fell,0.04169196876371268
splashes,0.04162167334648991
accident injured,0.04145571031677131
incimmet,0.04137015358997671
mapping,0.04136415189798213
branch,0.04133248659308911
decided,0.041314909292536936
rock cm,0.04127137464533661
align,0.0412536693475901
lunch,0.04117627292730834
pipe tapped,0.0411614910551378
eyelid,0.041079315660003356
cheekbone eyelid,0.041079315660003356
shift,0.04101921167007675
scissor bolter,0.040959301433298574
obstructed,0.04094199982613561
rpa,0.040929818241047744
bites,0.04092288352651073
pivot tube,0.04088047841396234
verification hydraulic,0.04088047841396234
verification,0.04088047841396234
parked level,0.04088047841396234
pivot,0.04088047841396234
problems maintenance,0.04088047841396234
problem coordination,0.04088047841396234
problem,0.04088047841396234
performs verification,0.04088047841396234
movement lever,0.04088047841396234
pressure gauge,0.04088047841396234
pressure diesel,0.04088047841396234
personnel arrives,0.04088047841396234
observing pressure,0.04088047841396234
perform test,0.04088047841396234
platform mechanic,0.04088047841396234
collided,0.04088009030651728
left forearm,0.04085902952674661
raise,0.04084665902816844
control center,0.04081534243589356
lying,0.04076328611474406
light lamp,0.04073915137040461
planning,0.04072183845096684
nilton receive,0.04072183845096684
pedestal,0.04072183845096684
pedestal approximate,0.04072183845096684
person lifts,0.04072183845096684
point leaving,0.04072183845096684
order immediate,0.04072183845096684
nro belt,0.04072183845096684
planning work,0.04072183845096684
work injured,0.04072183845096684
workers sar,0.04072183845096684
position assembly,0.04072183845096684
polyethylene,0.040641563569547005
polyethylene pipe,0.040641563569547005
torch,0.040636176164188874
blowing,0.040635990665473035
equipment operator,0.040625014319500566
result,0.04061117606382733
resulting,0.040606226346144206
located,0.04042427672085609
thickener,0.04038163785059148
removes,0.040349974841333375
scaffold,0.040338806388974476
suspended,0.0403334911230888
push,0.040257060466823716
chuck,0.04023284927676813
clamp,0.04022610693510777
felt,0.040217948444131485
epp,0.04001537901215787
proceeds,0.04001378996621421
driver truck,0.039989991085970476
work clothes,0.03998223909364834
verifies,0.03998223909364834
operating bench,0.03998223909364834
verify depth,0.03998223909364834
victim apparent,0.03998223909364834
verifies fine,0.03998223909364834
mr albino,0.03998223909364834
accumulation,0.03994956541902296
thermal,0.039901590244034224
fragment rock,0.03989352158598343
culminated,0.03988260936763991
zn,0.039861393183442756
leave,0.03982078032704145
use metal,0.0398167801287043
victim hand,0.0398167801287043
victim makes,0.0398167801287043
presence fragment,0.0398167801287043
penultimate car,0.0398167801287043
light,0.03977758234834115
wound index,0.03975005727498199
preparing oil,0.03975005727498199
partner preparing,0.03975005727498199
platform weighing,0.03975005727498199
platform structure,0.03975005727498199
platform rail,0.03975005727498199
platform mounted,0.03975005727498199
oil cylinder,0.03975005727498199
mounted rails,0.03975005727498199
platform instants,0.03975005727498199
platform accident,0.03975005727498199
weighing approximately,0.03975005727498199
worker partner,0.03975005727498199
workers lift,0.03975005727498199
protruding platform,0.03975005727498199
wore leather,0.03975005727498199
place platform,0.03975005727498199
sitting,0.039722382323652466
auxiliary,0.03970876008089082
stops,0.039657076991626884
leaves,0.03961787930946818
arc,0.03956973236792115
bank,0.039551141886104424
hrs,0.0394123318728931
control room,0.0394123318728931
crushing,0.0394123318728931
respirator,0.0394123318728931
lens,0.039403233359902624
long,0.03937172123392615
proceed,0.0393331976788861
gallery,0.039258922650440384
came slip,0.03909734229087722
dropped,0.03909690371920972
telescopic,0.03909655788044329
solution,0.03906497468846091
assistant used,0.039045224996121675
kelly,0.03895356529656287
angle,0.03894716334505718
cylinder,0.038929285801444016
particles,0.03888152846576864
closed,0.0388591101696855
level ob,0.03880900830970364
mechanic right,0.038759236494515875
seeing,0.03875206554273419
forest,0.03875105791900392
space,0.03867138343066486
dropping,0.03866206705254307
employee clearing,0.03853788126237749
industrial cleaning,0.03848233983168735
escape,0.03843423681891854
unloading operation,0.03838628350938456
normal,0.03837206308945911
detached,0.03836114481064547
communicates,0.03833225487905515
wrist,0.038305533151232335
shank,0.0382852112657645
inch,0.0382750639995265
eyes,0.03826822709643186
meters operator,0.0382525073242382
routine,0.03825118592057461
fourth,0.03823673973435043
work moment,0.038234830308900604
minor,0.03820010067106917
effort,0.038188823180619544
excoriation,0.038187770266285
kg falls,0.03818104310642259
break,0.03817867279906742
machete,0.03816591038555934
office,0.03813393970922474
nro,0.0381262518626179
putting,0.03811345061638975
descending,0.03808576639738681
ore,0.03808189758769941
safety helmet,0.03808152735279012
interior,0.03807942629625686
located level,0.03807018194980524
ring finger,0.03807003245402967
corresponding,0.03806803737213609
thumb,0.0380428215823517
luciano,0.038041827892548334
lip causing,0.03803711906659946
cat,0.03800354942880125
paulo,0.03799431037792576
abruptly,0.03798348836848706
orlando boltec,0.03795219137087929
mr orlando,0.03795219137087929
twisting ankle,0.037899226359647195
drop,0.03788604109474135
reduction,0.03788163205473817
pipe diameter,0.03786226033320258
sludge,0.03780852506327241
apparently,0.0377951468729317
finger injured,0.037787464726586076
action,0.03777769509427406
making,0.037776356078529374
transfer,0.03777452674411362
free,0.03773252463837371
left area,0.03772385937830433
causing minor,0.03771220895968619
using air,0.037671335963967274
fragments rock,0.037663582577997366
need suture,0.03761100197453721
official josimar,0.03761100197453721
points close,0.03761100197453721
performing chain,0.03761100197453721
plate unlocking,0.03761100197453721
probe july,0.03761100197453721
movement placed,0.03761100197453721
movement chain,0.03761100197453721
water movement,0.03761100197453721
winch realized,0.03761100197453721
unlocking inner,0.03761100197453721
movement winch,0.03761100197453721
city,0.0375927757488556
drilling bar,0.03752208672128802
pierced,0.037461004370427445
reason,0.037433794143438344
depth,0.037433794143438344
did use,0.03742748763986701
lowered,0.037403943289123706
engaged,0.037364311963227585
turn,0.03733443463638289
opened gate,0.03732414012715084
immediately referred,0.03731382444600839
cap,0.03730464447764238
equipment hopper,0.03729389080734695
impacting face,0.037285052539788435
tether,0.03728235521065619
retiring,0.03728064739948066
holder causing,0.037274409474177525
ring,0.0372442344522362
operates chuck,0.037244015453908916
pipe height,0.037244015453908916
placed stilson,0.037244015453908916
pipe slide,0.037244015453908916
pipe fit,0.037244015453908916
performing rhyming,0.037244015453908916
pipe suspended,0.037244015453908916
accompanied,0.03724095369523596
bucket,0.03720230292531597
local,0.03716244242762474
license plate,0.037057650293454786
license,0.037057650293454786
dismantling,0.03701219723308889
small wound,0.03696060677814381
wound left,0.03696060677814381
evacuated medical,0.0369477984848101
getting,0.036878547275302
low,0.036863014478215786
fitting,0.036844886805698
bounces,0.03681540070927719
messrs,0.03681425524119105
previously,0.0368059426146059
pressing left,0.036793392489751
cm gr,0.03676256226927212
reduced,0.036719904557215674
places,0.036687322766355945
truck crane,0.03665413628648111
stool,0.036625013845368544
wasp,0.03660081617654652
mr william,0.03658640011820173
worker carried,0.03658104825026564
left cheekbone,0.03656045068782687
accident drilling,0.036509362962290966
general,0.036504935848312874
approximately meters,0.036472209905695586
day,0.03635011481566964
use,0.03633917428405809
right gable,0.03633193470715533
patrol,0.036329436000925856
patrol car,0.036329436000925856
leather gloves,0.036303433082299615
machine,0.03626546950325678
slip,0.03624809661618155
shaft,0.03624528804151354
bit,0.03615589668771949
boltec,0.03611900095717737
verified,0.03611559065255304
projection hot,0.03610964727050453
workshop level,0.03608791189116048
zone,0.036060590877067145
cuts,0.036056747067891456
sole,0.03602221026879191
radio,0.03602217426281764
platform equipment,0.036001111149981696
guide,0.03599930203091592
feel,0.0359670505029282
observes,0.03593212201810825
housing,0.035931157042275785
balloon,0.03588044243334346
volumetric,0.03588044243334346
volumetric balloon,0.03588044243334346
entry,0.03585311382403349
accident worker,0.03584681841490876
removed,0.03584138781060041
took bites,0.03582868021110209
plate support,0.03578553104348099
point fastening,0.03578553104348099
photograph steel,0.03578553104348099
wall line,0.03578553104348099
pin helical,0.03578553104348099
product tension,0.03578553104348099
photograph,0.03578553104348099
plate help,0.03578553104348099
order complete,0.03578553104348099
workers decide,0.03578553104348099
plate concrete,0.03578553104348099
weld steel,0.03578553104348099
victim used,0.03578553104348099
way lift,0.03578553104348099
slope,0.0357490365895093
tied,0.03573641881714244
use safety,0.03569102088514409
imprisonment,0.03568100271341499
leaning,0.03562729071680457
thorn,0.035624239623249544
station,0.03561230718995355
enters,0.03560426606501478
passed,0.03559647343558543
vertical,0.035588643474980496
inspect,0.03556407738740664
carbon steel,0.03551377813324218
carbon,0.03551377813324218
steel pipe,0.03551377813324218
turns,0.03550194677922573
anchored,0.035484728573067385
cleaning sink,0.035459268382239596
internal,0.0354568890576386
cutting activity,0.03545046249301177
windows,0.03541927931498971
injured worker,0.03540547569107896
jumps,0.035403528985462285
problems,0.035400820846851255
compressed,0.035354820575368054
compressed air,0.035354820575368054
worker time,0.03533312067792805
winch,0.03528881573865171
mt,0.035249090959186366
th quirodactyl,0.03521369831603414
cut th,0.03521369831603414
chuck rotation,0.03513993394837135
attached,0.03510820152629363
performed erasing,0.03509839661164839
mr jose,0.03509839661164839
right foot,0.03505022841720603
high pressure,0.03503698916411237
performing cleaning,0.034996630738804
cep,0.0349805629425588
electrowelded,0.034972530549013385
electrowelded mesh,0.034972530549013385
food,0.03488751361028855
samuel,0.03486579248300236
rubs,0.03482279712901329
arranged,0.034821796266012624
leaving end,0.03479573278510168
residual,0.03479084818072297
left ankle,0.03478573397104424
field,0.034772884389866636
supported,0.03468373366232812
particle,0.034674215912863925
hand time,0.03466398032222558
causing wound,0.03465553617133836
metatarsal,0.034588947801793446
epps,0.03458170913588214
stump,0.034505731967110195
operator scissor,0.03449115004905156
collaborators,0.03448919563572927
coordination,0.0344863590016948
finished,0.03443907162850474
leaves rail,0.03443461829971263
operator slipped,0.03440713585557819
railway,0.03437263021299243
injury described,0.034321189282455394
used leather,0.03427556699284206
decide make,0.03425791936673811
main,0.034193935145171404
nilton preparing,0.034179297073001436
position frame,0.034179297073001436
pipe located,0.034179297073001436
upper pipe,0.034179297073001436
perforation pipe,0.034179297073001436
performing task,0.034179297073001436
pipe scaffolding,0.034179297073001436
working scaffolding,0.034179297073001436
nilton lifts,0.034179297073001436
mr jhonatan,0.034179297073001436
worker jhonatan,0.034179297073001436
preparing increase,0.034179297073001436
tells,0.03415480072231867
bore,0.03413570282739037
tons,0.03406811931478392
shovel,0.03406311042641942
crosses,0.03402637974842436
accident caused,0.03396919668713005
fixing,0.033964471032460294
protector,0.033940480946406136
makes use,0.033930940352639646
goes,0.03390799077047203
body,0.033898861411413246
normally,0.033878390138973286
test,0.03387464129942719
excavation,0.033874080125351445
track,0.03386017510149551
nut,0.03385798115695938
collaborator moved,0.03383568447919925
cars,0.033829433516165075
pressed metal,0.033795434099487646
metal pieces,0.033795434099487646
pieces moved,0.033795434099487646
pieces designated,0.033795434099487646
designated,0.033795434099487646
designated place,0.033795434099487646
place finger,0.033795434099487646
used safety,0.03377410770163122
foam,0.03376134004806165
lt locomotive,0.033751606023295654
sink,0.03374649268926387
involuntarily,0.03368457663172668
visit,0.03367689921484159
performed,0.03366174999333373
van,0.0336298524783851
eye region,0.03355924991527058
notices,0.033556050569990004
twice,0.03354746997512414
jos,0.0335188058522493
plate thickness,0.03350458185339849
pressing thumb,0.03350057510875412
clothes,0.03349274916472025
prevent,0.033436798397805986
circumstances,0.03341328496141879
truck operators,0.03340818670838379
lyner,0.033342422447383904
cm impacting,0.033339490698992315
accident wore,0.03332005938091116
gives access,0.033307821811571985
blows,0.033305635533859006
weighing kg,0.03327452794595791
hat,0.03327002993067734
lifeline,0.03323220330863409
mechanical technician,0.03322101426846784
install,0.03320114962458112
jose,0.033152317071127244
occurring,0.03313866020559182
hdpe pipe,0.03312067900539206
derails,0.0331122467602785
meters floor,0.033107435884744095
treatment,0.033088943746800485
sleeve caused,0.033063462549366936
metal tube,0.033042413048043236
rlc,0.03303046536962112
initiating,0.03303046536962112
reports initiating,0.03303046536962112
rlc loading,0.03303046536962112
initiating rlc,0.03303046536962112
protruding,0.03299320291470024
horizontally,0.03296198618343255
said,0.03292775511253678
performing maintenance,0.03287443573780534
moment metallic,0.0328027011644669
operating,0.03276661036512741
left arm,0.032763382886525666
camera,0.03273700545556325
sheets,0.03272876808714078
hit left,0.03270685074917229
manipulated,0.03270015765434532
safety lens,0.03269976499488121
penultimate,0.03264835366775944
walking electrolysis,0.03259221307965285
removal,0.03257004180145755
circumstances mr,0.03253766473719569
cristian,0.03250520358003291
order place,0.032478295500477164
bag cement,0.03246115249936978
slid,0.03245785460682688
maintenance personnel,0.032455273044160904
gives,0.032437191604698705
returned usual,0.03243706980167879
usual,0.03243706980167879
cocada,0.03242798865489741
following,0.03238749066232357
cord,0.03238435401755756
use leather,0.03237323461203819
friction,0.0323413151639453
sardinel,0.032330859781491736
hopper truck,0.03225479204520378
directed,0.032248299725404446
used activity,0.03222730667670491
hopper op,0.032226264704538855
wooden blocks,0.03219029754961284
stings face,0.03212495580550883
backwards,0.03207081147136999
filtration,0.03206009473775295
moment hose,0.032058573271733774
welding work,0.032053095519588896
gave,0.032043814580235315
equipment frame,0.032000728313423
event use,0.031962193808342344
twist,0.03190877089363204
realizing,0.03186580450921468
